,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features,sector
2956,flat,Smriti Apartment,0.45,7500.0,600.0,Super Built up area 600(55.74 sq.m.),1.0,1.0,2,,3.0,,10+ Year Old,"['Sector 54 chowk metro station', 'Sector metro station', 'Sector metro station', 'Sector 53-54 metro station', 'Sanatan Dharm Mandir', 'Radhakrishna Shani Mandir', 'Icici bank ATM', 'Citi bank ATM', 'State bank ATM', 'Icici bank ATM', 'Indusind bank ATM', 'Arunodaya Deseret Eye Hospital', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'pracksht hospital', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Intellion Park', 'International Tech Park', 'HCG CNG Station', 'Heera Fuel Station', 'State bank of india', 'Kotak mahindra bank', 'Indusind bank', 'Hdfc bank', 'Icici bank', 'Axis bank', 'Hdfc bank & atm', 'Hdfc bank and atm', '222', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'Pizza Hut', 'Clock tower', 'Starbucks', ""Carl's Jr."", 'Cafe Tonini', 'Shophouse by Kylin', 'Sagar Ratna', 'Iilm University', 'IILM', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Suncity School']",[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Rain Water Harvesting']",sector 56
2957,flat,Pareena Mi Casa,1.85,9310.0,1987.0,Super Built up area 1987(184.6 sq.m.),3.0,3.0,3+,,13.0,,Under Construction,"['Sector 55-56 Metro Station', 'Airia Mall', 'Hong Kong Bazaar', 'Sohna Road', 'Delhi Jaipur Expressway', 'The Vivekananda School', 'Gurugram University', 'W Pratiksha Hospital', 'Indira Gandhi International Airport', 'V Club', 'Radisson Hotel Gurugram Sohna Road', 'Golden Greens Golf & Resorts', 'Fitso Sector 48 Spuddy, Badminton', 'SCC Drive-In Cinema', 'SkyJumper Trampoline Park']",[],,sector 68
2958,flat,Sidhartha NCR Greens4.3,0.96,6201.0,1548.0,Carpet area: 1548 (143.81 sq.m.),3.0,3.0,3,"Store Room,Pooja Room",8.0,,0 to 1 Year Old,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Vijay Petrol Pump']",,"['Lift(s)', 'Park', 'Piped-gas']",sector 95
2960,flat,Supertech Araville,0.8,6178.0,1295.0,Super Built up area 1295(120.31 sq.m.),2.0,2.0,3+,Others,9.0,,0 to 1 Year Old,"['Petrol Pump Indian Oil', 'Petrol Pump', 'Rao Dhaba', ""McDonald's""]",[],"['Lift(s)', 'Swimming Pool', 'Park', 'Club house / Community Center', 'Fitness Centre / GYM']",sector 79
2961,flat,Godrej Summit3.7,1.2,8298.0,1446.0,Carpet area: 1446 (134.34 sq.m.),3.0,2.0,3+,"Study Room,Pooja Room",16.0,,1 to 5 Year Old,"['MG Road Metro Station', 'The Esplanade Mall', 'Dhanwapur Road', 'Dwarka Expy', 'Blue Bells Model School', 'The NorthCap University', 'Aryan Hospital', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station', 'Oswal buildings, Udyog Vihar', 'Altrade Business Centre', 'Country Inn & Suites by Radisson', 'Appu Ghar', 'Hamoni Golf Camp', 'Nehru Stadium']","['1 Water Purifier', '8 Fan', '1 Exhaust Fan', '2 Geyser', '1 Stove', '13 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '2 Wardrobe', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",sector 104
2962,flat,Sare Crescent Parc3.5,0.5,5000.0,1000.0,Super Built up area 1000(92.9 sq.m.),2.0,2.0,2,Others,2.0,,1 to 5 Year Old,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Sagar Clinic', 'Vijay Petrol Pump', 'HP Petrol Pump', 'Essar Petrol Pump', 'Indian Oil']","['3 Fan', '1 Exhaust Fan', '3 Light', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",sector 92
2964,flat,Sidhartha NCR One Phase 24.1,,,,Super Built up area 2354(218.69 sq.m.),4.0,4.0,3+,,,North,Under Construction,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Vijay Petrol Pump']",[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Water purifier', 'Private Garden / Terrace', 'Lift(s)', 'Water Storage', 'Piped-gas', 'Swimming Pool', 'Visitor Parking', 'Security Personnel', 'Park', 'Maintenance Staff', 'Bank Attached Property', 'Fitness Centre / GYM', 'Water softening plant', 'Club house / Community Center', 'Shopping Centre', 'Waste Disposal', 'Rain Water Harvesting']",sector 95
2965,flat,Sare Crescent Parc3.5,0.92,4854.0,1895.0,Built Up area: 1895 (176.05 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4.0,5.0,3+,,14.0,North-East,5 to 10 Year Old,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Sagar Clinic', 'Vijay Petrol Pump', 'HP Petrol Pump', 'Essar Petrol Pump', 'Indian Oil']","['4 Bed', '3 Wardrobe', '6 Fan', '4 Geyser', '6 Light', '3 AC', '1 TV', '1 Modular Kitchen', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",sector 92
2966,flat,Green Court3.7,0.5,8333.0,600.0,Super Built up area 700(65.03 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,1,,8.0,,0 to 1 Year Old,"['Baba Kanala Chowk', 'Pataudi Rd', 'Gurukul Preschool', 'Yaduvanshi Shiksha Niketan', 'Bharat Ram Global School', 'RPS International School', 'ICICI ATM', 'Silver Streak Hospital', 'Arc Multi Speciality', 'Sanjeevani Hospital', 'HDFC Bank', 'Sai Sports Club cricket ground', 'Nawada Cricket Accadmy', 'HP PETROL PUMP Unnamed Rd', 'INOX Cinema']",[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park']",sector 90
2967,flat,Supertech Araville,0.78,6023.0,1295.0,Super Built up area 1295(120.31 sq.m.),2.0,2.0,3+,,17.0,,1 to 5 Year Old,"['Petrol Pump Indian Oil', 'Petrol Pump', 'Rao Dhaba', ""McDonald's""]","['1 Wardrobe', '1 Light', '1 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']",sector 79
2968,flat,Signature Global Synera3.4,0.5,7886.0,634.0,Carpet area: 634 (58.9 sq.m.),2.0,2.0,1,,11.0,East,0 to 1 Year Old,"['Sapphire 83 Mall', 'Delhi Jaipur Expressway', 'Dwarka Expressway', 'Agri Business Management Collage', 'Bharat Ram Global School', 'Singhania University, Manesar', 'Aarvy Healthcare Hospital', 'Garhi Harsaru Junction', 'Sphire Edge A N Buildwell', 'Holiday Inn Gurugram Sector 90']","['1 Water Purifier', '3 Fan', '1 Fridge', '1 Exhaust Fan', '2 Geyser', '1 Stove', '4 Light', '1 Curtains', '1 Modular Kitchen', '1 Chimney', '2 Bed', '1 Sofa', '1 Washing Machine', 'No AC', 'No Dining Table', 'No Microwave', 'No TV', 'No Wardrobe']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Recently Renovated', 'Visitor Parking', 'Park', 'Security Personnel', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",sector 81
2969,flat,Godrej Summit3.7,1.3,9027.0,1440.0,Super Built up area 1440(133.78 sq.m.),3.0,2.0,3+,"Study Room,Pooja Room,Store Room",16.0,,1 to 5 Year Old,"['MG Road Metro Station', 'The Esplanade Mall', 'Dhanwapur Road', 'Dwarka Expy', 'Blue Bells Model School', 'The NorthCap University', 'Aryan Hospital', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station', 'Oswal buildings, Udyog Vihar', 'Altrade Business Centre', 'Country Inn & Suites by Radisson', 'Appu Ghar', 'Hamoni Golf Camp', 'Nehru Stadium']","['1 Water Purifier', '6 Fan', '1 Exhaust Fan', '2 Geyser', '1 Stove', '16 Light', '3 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Wardrobe', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']",,sector 104
2970,flat,Prime Habitat,0.27,5432.0,497.0,Carpet area: 497 (46.17 sq.m.),2.0,2.0,1,,4.0,North-East,0 to 1 Year Old,"['The Hive Mall', 'Omaxe Gurgaon Mall', 'Gurugram Road', 'Dwarka Expy', 'Euro International School', 'Shri Balajis Multispeciality Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']",[],['Visitor Parking'],sector 99a
2972,flat,Bestech Park View Ananda,0.9,6618.0,1360.0,Super Built up area 1360(126.35 sq.m.),2.0,2.0,3,Others,8.0,,0 to 1 Year Old,"['Orris Community Center', 'Petrol Pump', 'Petrol Pump Indian Oil', 'Essar Petrol Pump', 'HP Petrol Pump', 'Vijay Petrol Pump', 'Indian Oil', 'Petrol Pump Indian Oil', 'Petrol pump Maitri motors', 'KFC', 'Pizza Hut', 'Rao Dhaba', ""McDonald's"", ""McDonald's""]",[],"['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Security Personnel', 'Maintenance Staff', 'Park', 'Club house / Community Center', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Shopping Centre']",sector 81
2973,flat,Millenia,0.4,6666.0,600.0,Carpet area: 600 (55.74 sq.m.),2.0,2.0,2,,4.0,East,0 to 1 Year Old,"['Hanuman Mandir', 'Sharma Hospital Gurgaon', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Dr. Ajay S. Gupta Clinic', 'Aarvy Hospital', 'Rama Hospital & Nursing Home', 'Pasricha Hospital and Maternity Home', 'Gupta Hospital Gurgaon', 'Thakral Nursing and Maternity Home', 'Dr. Sandeep Chauhan', 'Nangia Hospital Ent and Maternity', 'Ahooja Eye and Dental Institute Hospital', 'Shubham Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'Sethi Hospital Gurgaon', 'My Care Clinic', 'Tirath Ram Hospitals Pvt Ltd', 'M.S Hospital', 'Bindal Clinic', 'Vinayak Hospital Gurgaon', 'Dental Health Centre', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Swastik Maternity and Medical Centre', 'Kharbanda Maternity and Nursing Home', 'Dentecare - Multispeciality Dental Clinic', 'Satyam Hospital Gurgaon', 'Parashar Hospital', 'Lalit Dental Care', 'M Goel Hospital', 'Kathuria Hospital', 'Chiranjiv Hospital', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Lal Superspeciality Hospital', 'Dev Man Kathuria Clinic', 'Shri Gobind Hospital', 'Dr. Sarvejeet Singh', 'Ravi Clinic and Health Care Centre', 'Jackson Hospital', 'Dr. Madan Clinic', 'IBP Petrol Station', 'Indian Oil', 'Punjab national bank', 'govt sec school', 'Dronacharya Government College', 'District library gurgaon']",,"['Lift(s)', 'Maintenance Staff', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting']",sector 37c
2974,flat,Sidhartha NCR One Phase 14.2,0.9,4500.0,2000.0,Built Up area: 2000 (185.81 sq.m.),3.0,3.0,1,,15.0,,1 to 5 Year Old,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Vijay Petrol Pump']","['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",sector 95
2975,flat,Signature Andour Heights3.8,0.39,9846.0,396.0,Super Built up area 325(30.19 sq.m.),1.0,1.0,2,,1.0,,0 to 1 Year Old,"['Bigbasket SPR 5K DS', 'iON Digital Zone, DPGITM', 'NH8', 'Toll Plaza', 'DPG Institute of Technology and Mgmt', 'ICICI BANK ATM', 'Park Hospital  Sohna Rd', 'IGI Airport', 'HDFC Bank, Sec 59', 'Grey Orange (India), NH8', 'Tata Projects Limited Sector 71', 'NIIT, Confluence Building', 'Candor TechSpace, Sec 48', 'TATA Workshop Gurgaon - Zedex Mobility', 'IGL CNG Pump Sec 48']",[],,sector 71
2976,flat,Sanskriti Apartments,2.5,13513.0,1850.0,Super Built up area 1850(171.87 sq.m.),3.0,2.0,3,Study Room,5.0,East,10+ Year Old,"['Huda city centre metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc bank ATM', 'Standard chartered ATM', 'Hdfc ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Rbs ATM', 'Kotak mahindra bank ATM', 'Axis bank ATM', 'Standard chartered ATM', 'Gupta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Naval Mendiratta', 'Arihant Hospital', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Paras Hospital Gurgaon', 'Centre For Sight Gurgaon Sector 29', 'Sitaram Bhartia', 'Pernod Ricard Charitable Dispensary', 'Gardian Pharmacy', 'City Medical', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Hdfc bank', 'Icici bank', 'Axis bank', 'PWO house', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'Naveidyam', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Starbucks', 'Blue Tokai Coffee Roasters', 'Stones2milestones', 'School of Inspired Leadership SOIL', 'St. Angels Jr', 'St. Angels Sr', 'Ncr library', 'Bahrisons library']","['1 Wardrobe', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,sector 43
2977,flat,Sare Crescent Parc3.5,0.8,4210.0,1900.0,Super Built up area 1900(176.52 sq.m.),4.0,3.0,2,Others,10.0,East,1 to 5 Year Old,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Sagar Clinic', 'Vijay Petrol Pump', 'HP Petrol Pump', 'Essar Petrol Pump', 'Indian Oil']",,"['Intercom Facility', 'Lift(s)', 'Park', 'Club house / Community Center', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Shopping Centre']",sector 92
2978,flat,M3M skywalk,1.5,10714.0,1400.0,Carpet area: 1400 (130.06 sq.m.),2.0,2.0,1,,8.0,,0 to 1 Year Old,"['S.R.S. Hospital and Critical Care Unit', 'Ayushman Hospital And Trauma Centre', 'Airforce Hospital', 'Vaishnavi Nursing Home', 'Kore Tech Park', 'Petrol Pump IBP', 'Petrol Pump Indian Oil', 'Hdfc bank', 'Haldiram']","['1 Bed', '1 Wardrobe', '1 Fan', '1 Geyser', '1 Light', '1 Chimney', 'No AC', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Swimming Pool', 'Fitness Centre / GYM', 'Water softening plant']",sector 74
2979,flat,Sare Homes,0.82,5384.0,1523.0,Super Built up area 1523(141.49 sq.m.)Built Up area: 1221.18 sq.ft. (113.45 sq.m.),3.0,3.0,3+,,12.0,West,1 to 5 Year Old,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Sagar Clinic', 'Vijay Petrol Pump', 'HP Petrol Pump']","['2 Wardrobe', '1 Exhaust Fan', '7 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",sector 92
2980,flat,Puri Emerald Bay3.7,1.8,8823.0,2040.0,Super Built up area 1700(157.94 sq.m.),2.0,3.0,3,Servant Room,23.0,,0 to 1 Year Old,"['Sector-21 Metro Dwarka', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Chauma Road', 'Delhi Public School', 'DPG Degree College', 'The NorthCap University', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Infinity Business Park', 'Park Inn', ""Oyster's Water Park"", 'DLF Golf and Country Club']","['7 Fan', '7 Light', '4 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center']",sector 104
2981,flat,Laxmi Apartment sector 99A Gurgaon,0.3,4615.0,650.0,Super Built up area 650(60.39 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2.0,2.0,1,,4.0,,0 to 1 Year Old,,,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",sector 99a
2982,flat,Godrej Aria3.8,1.95,8519.0,2289.0,Super Built up area 2289(212.66 sq.m.)Carpet area: 1121 sq.ft. (104.14 sq.m.),3.0,4.0,3+,Servant Room,10.0,,0 to 1 Year Old,"['Sapphire 83 Mall', 'Delhi Jaipur Expressway', 'Mount Olympus School, Sec 79', 'Singhania University, Manesar', 'Miracles Apollo Cradle Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Capital Business Park', 'Savoy Suites, Manesar', 'Manesar Golf Course', 'Nakhrola Stadium']",[],"['Swimming Pool', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",sector 79
2983,flat,Ansal Estella,1.5,8670.0,1730.0,Super Built up area 1730(160.72 sq.m.)Carpet area: 1725 sq.ft. (160.26 sq.m.),3.0,3.0,3+,,6.0,,Under Construction,"['State bank ATM', 'Dr. Hitesh Dawar', 'Bhardwaj Hospital', 'Shree Krishna Hospital Gurgaon', 'R K Hospital Gurgaon', 'Prateek Nursing Home And Polyclinic', 'Esic Hospital Gurugram', 'Kr Dental Hub', 'Chirag Hospital Pvt. Ltd', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'Pizza Hut', 'Basai dhankot railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']",,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center']",sector 103
2985,flat,Jammu and Kashmir Bank Employees CGHS3.7,0.95,6129.0,1550.0,Super Built up area 1550(144 sq.m.),3.0,3.0,2,Others,5.0,West,5 to 10 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Shri Multispeciality Hospital', 'Esic Hospital Gurugram', 'Shree Krishna Hospital Gurgaon', 'Kr Dental Hub', 'Prateek Nursing Home And Polyclinic', 'Dr. Ashok Jain', 'Kamla Hospital Gurgaon', 'Pearl Dental Clinic', 'Taneja Hospital', 'Ankur Clinic and Maternity Home', 'Dr. Madan Clinic', 'Dr. Hitesh Dawar', 'Navjeevan Hospital and Maternity Centre', 'Shiv Mahima Patient Care Bureau', 'Dev Man Kathuria Clinic', 'Mangalam Hospital and Heart Centre Gurgaon', 'Shri Gobind Hospital', 'Lal Superspeciality Hospital', 'Satyam Hospital Gurgaon', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Geeta Nursing Home Gurgaon', 'Chiranjiv Hospital', 'Sarvodya Hospital', 'Swastik Maternity and Medical Centre', 'Gurgaon Eye Centre', 'Aryan Hospital', 'Yadav Hospital Gurgoan', 'Sneh Hospital Gurgaon', 'Bhanu Dental Care', 'D.R. Rajnis Gupta Clinic', 'Ravi Clinic and Health Care Centre', 'Boxer Fuel Point', 'Kotak bank', 'Hdfc bank', 'Indian bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Basai dhankot railway station']","['2 Wardrobe', '4 Fan', '3 Geyser', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Security Personnel']",sector 9a
2986,flat,ILD Greens4.1,1.0,4723.0,2117.0,Super Built up area 1800(167.23 sq.m.),3.0,3.0,3,,3.0,,Under Construction,"['The Esplanade Mall', 'Gurgaon Road', 'Delhi Jaipur Expressway', 'Green Field Public School', 'Sunrise University', 'K.D. Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'infinity Business Park']",[],,sector 37c
2989,flat,Supertech Araville,1.35,9000.0,1500.0,Super Built up area 1530(142.14 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3,"Study Room,Others",6.0,East,0 to 1 Year Old,"['Petrol Pump Indian Oil', 'Petrol Pump', 'Rao Dhaba', ""McDonald's""]","['1 Wardrobe', '1 Fan', '1 Exhaust Fan', '1 Geyser', '1 Light', '1 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",sector 79
